Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL214015,,None,470.55,0,3.31,15,CCCOc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=N2,IC50,'=',930,nM,6.03,,,UO_0000065,12.82,0.25,2.72,4.91,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL239977,,None,442.5,0,2.72,13,COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c3cccnc3n(CCC(C)C)c1=O)N2,IC50,'=',65,nM,7.19,,,UO_0000065,16.24,0.32,4.47,5.85,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL378174,,None,428.47,0,2.41,14,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(O)ccc3N2)c(O)c2cccnc21,IC50,'=',42,nM,7.38,,,UO_0000065,17.22,0.34,4.97,5.51,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL239976,,None,442.5,0,2.72,12,COc1cccc2c1NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=NS2(=O)=O,IC50,'=',1170,nM,5.93,,,UO_0000065,13.41,0.26,3.21,4.83,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL209633,,None,518.6,1,4.29,16,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCc4ccccc4)ccc3N2)c(O)c2cccnc21,IC50,'=',1490,nM,5.83,,,UO_0000065,11.24,0.22,1.54,4.74,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL379826,,None,484.54,0,1.61,26,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NCC(N)=O)ccc3N2)c(O)c2cccnc21,EC50,'=',450,nM,6.35,,,UO_0000065,,,,,0,CHEMBL871404,Inhibition of HCV 1b replication in presence of 5% fetal calf serum,F,BAO_0000218,organism-based format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL379,Hepatitis C virus,Hepatitis C virus,ORGANISM,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL379045,,None,467.51,0,2.61,23,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC#N)ccc3N2)c(O)c2cccnc21,IC50,'=',25,nM,7.6,,,UO_0000065,16.26,0.31,4.99,5.18,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL211874,,None,485.52,0,1.57,21,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c(O)c2cccnc21,Ratio,'=',54,,,,,,,,,,0,CHEMBL854429,Ratio of drug level in liver to plasma in rat after 8 hrs,A,BAO_0000218,organism-based format,Rattus norvegicus,CHEMBL3559723,Liver,None,None,,,,CHEMBL376,Rattus norvegicus,Rattus norvegicus,ORGANISM,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL209444,,None,466.52,0,2.64,25,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NCC#N)ccc3N2)c(O)c2cccnc21,IC50,'=',120,nM,6.92,,,UO_0000065,14.83,0.29,4.28,4.63,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL179943,,None,432.46,0,2.71,1,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50,'=',5800,nM,5.24,,,UO_0000065,12.11,0.23,2.53,4.61,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL377240,,None,511.36,1,3.47,10,O=c1c(C2=NS(=O)(=O)c3cc(Br)ccc3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50,'=',756,nM,6.12,,,UO_0000065,11.97,0.26,2.65,5.39,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL210158,,None,505.58,1,2.08,31,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccnc21,EC50,'=',1310,nM,5.88,,,UO_0000065,,,,,0,CHEMBL871408,Inhibition of HCV 1b replication in presence of 40% human serum,F,BAO_0000218,organism-based format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL379,Hepatitis C virus,Hepatitis C virus,ORGANISM,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL179943,,None,432.46,0,2.71,1,O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50,'=',83,nM,7.08,,,UO_0000065,16.37,0.31,4.37,6.23,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL213354,,None,462.49,0,2.72,4,COc1ccc2c(c1)NC(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)=NS2(=O)=O,IC50,,,,,,Not Determined,,,,,,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL210158,,None,505.58,1,2.08,31,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c(O)c2cccnc21,EC50,'=',3,nM,8.52,,,UO_0000065,,,,,0,CHEMBL871404,Inhibition of HCV 1b replication in presence of 5% fetal calf serum,F,BAO_0000218,organism-based format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL379,Hepatitis C virus,Hepatitis C virus,ORGANISM,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL211710,,None,448.46,0,2.42,7,O=c1c(C2=NS(=O)(=O)c3ccc(O)cc3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50,'=',2510,nM,5.6,,,UO_0000065,12.49,0.24,3.18,4.18,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL211874,,None,485.52,0,1.57,21,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c(O)c2cccnc21,CL,'=',12.33,mL.min-1.kg-1,,,,,,,,,0,CHEMBL854424,Clearance in rat at 5 mg/kg,,,,,,,,,,,,,,,,,,,,,,
CHEMBL211709,,None,448.46,0,2.42,6,O=c1c(C2=NS(=O)(=O)c3cccc(O)c3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50,'=',8370,nM,5.08,,,UO_0000065,11.32,0.22,2.66,3.79,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL211709,,None,448.46,0,2.42,6,O=c1c(C2=NS(=O)(=O)c3cccc(O)c3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50,'=',54,nM,7.27,,,UO_0000065,16.21,0.31,4.85,5.43,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL209444,,None,466.52,0,2.64,25,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NCC#N)ccc3N2)c(O)c2cccnc21,IC50,'=',24,nM,7.62,,,UO_0000065,16.33,0.32,4.98,5.1,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL211336,,None,533.63,1,2.86,29,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)C(C)C)ccc3N2)c(O)c2cccnc21,EC50,,,,,,Not Determined,,,,,,0,CHEMBL871408,Inhibition of HCV 1b replication in presence of 40% human serum,F,BAO_0000218,organism-based format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL379,Hepatitis C virus,Hepatitis C virus,ORGANISM,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL211336,,None,533.63,1,2.86,29,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)C(C)C)ccc3N2)c(O)c2cccnc21,IC50,'=',8,nM,8.1,,,UO_0000065,15.17,0.31,5.24,5.07,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL239977,,None,442.5,0,2.72,13,COc1ccc2c(c1)S(=O)(=O)N=C(c1c(O)c3cccnc3n(CCC(C)C)c1=O)N2,IC50,'=',1130,nM,5.95,,,UO_0000065,13.44,0.26,3.23,4.84,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL211408,,None,567.65,1,3.51,28,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)c4ccccc4)ccc3N2)c(O)c2cccnc21,IC50,'=',41,nM,7.39,,,UO_0000065,13.01,0.26,3.88,4.62,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL378174,,None,428.47,0,2.41,14,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(O)ccc3N2)c(O)c2cccnc21,IC50,'=',390,nM,6.41,,,UO_0000065,14.96,0.29,4,4.79,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL211408,,None,567.65,1,3.51,28,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)c4ccccc4)ccc3N2)c(O)c2cccnc21,IC50,'=',7,nM,8.15,,,UO_0000065,14.37,0.29,4.64,5.1,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL209633,,None,518.6,1,4.29,16,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCc4ccccc4)ccc3N2)c(O)c2cccnc21,IC50,,,,,,Not Determined,,,,,,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL213509,,None,427.49,0,2.29,24,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(N)ccc3N2)c(O)c2cccnc21,IC50,'=',23,nM,7.64,,,UO_0000065,17.87,0.35,5.35,5.47,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL211874,,None,485.52,0,1.57,21,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c(O)c2cccnc21,F,'=',35,%,,,,UO_0000187,,,,,0,CHEMBL854421,Bioavailability in rat at 5 mg/kg,,,,,,,,,,,,,,,,,,,,,,
CHEMBL211874,,None,485.52,0,1.57,21,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(OCC(N)=O)ccc3N2)c(O)c2cccnc21,T1/2,'=',2,hr,,,,UO_0000032,,,,,0,CHEMBL854425,Half life in rat at 5 mg/kg,,,,,,,,,,,,,,,,,,,,,,
CHEMBL212120,,None,446.49,0,2.83,8,Cc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)=N2,IC50,'=',230,nM,6.64,,,UO_0000065,14.87,0.28,3.81,5.84,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL379432,,None,446.49,0,2.83,9,Cc1cccc2c1N=C(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)NS2(=O)=O,IC50,'=',6700,nM,5.17,,,UO_0000065,11.59,0.22,2.34,4.55,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL425607,,None,499.55,0,1.64,20,CNC(=O)COc1ccc2c(c1)S(=O)(=O)NC(c1c(O)c3cccnc3n(CCC(C)C)c1=O)=N2,IC50,'=',180,nM,6.75,,,UO_0000065,13.5,0.26,5.1,4.44,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL211336,,None,533.63,1,2.86,29,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NS(=O)(=O)C(C)C)ccc3N2)c(O)c2cccnc21,IC50,'=',3,nM,8.52,,,UO_0000065,15.97,0.32,5.66,5.33,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL213354,,None,462.49,0,2.72,4,COc1ccc2c(c1)NC(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)=NS2(=O)=O,IC50,'=',3900,nM,5.41,,,UO_0000065,11.7,0.22,2.69,4.4,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL379826,,None,484.54,0,1.61,26,CC(C)CCn1c(=O)c(C2=NS(=O)(=O)c3cc(NCC(N)=O)ccc3N2)c(O)c2cccnc21,IC50,'=',470,nM,6.33,,,UO_0000065,13.06,0.25,4.72,3.75,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL211710,,None,448.46,0,2.42,7,O=c1c(C2=NS(=O)(=O)c3ccc(O)cc3N2)c(O)c2cccnc2n1Cc1ccccc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL871399,Inhibition of HCV 1a NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1a,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
CHEMBL239524,,None,462.49,0,2.72,3,COc1cccc2c1NC(c1c(O)c3cccnc3n(Cc3ccccc3)c1=O)=NS2(=O)=O,IC50,'=',2120,nM,5.67,,,UO_0000065,12.27,0.23,2.95,4.62,0,CHEMBL871397,Inhibition of HCV 1b NS5B RNA polymerase,B,BAO_0000357,single protein format,Hepatitis C virus subtype 1b,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1138030,1,Scientific Literature,Bioorg Med Chem Lett,2006,None,
