,Molecule ChEMBL ID,,Molecule ChEMBL ID,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
41,CHEMBL366197,39,CHEMBL366197,456.27,1,5.24,3 (Page 2812),O=C(O)/C(=C/c1ccc(Oc2c(F)cccc2Br)cc1)NC(=O)c1ccccc1,ED50,'=',60,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
42,CHEMBL191832,40,CHEMBL191832,452.31,0,4,26 (table 4),NNC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50,'=',1000,nM,6,,,UO_0000065,13.27,0.28,2,6.42,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
43,CHEMBL192215,41,CHEMBL192215,578.2,2,5.63,39 (table 1),O=C(Cc1ccc(I)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
44,CHEMBL363426,42,CHEMBL363426,515.3,1,4.36,56 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2I)cc1)NC(=O)C(O)c1ccccc1,CC50,'>',100000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
45,CHEMBL193596,43,CHEMBL193596,529.39,2,6.36,68 (table 4),O=C(Nc1ccc(O)cc1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,CC50,'=',22000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
46,CHEMBL195149,44,CHEMBL195149,467.32,0,4.69,27 (table 4),CONC(=O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50,'=',800,nM,6.1,,,UO_0000065,13.05,0.28,1.41,7.95,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
47,CHEMBL192831,45,CHEMBL192831,452.3,1,5.41,36 (table 1),Cc1ccc(C(=O)N/C(=C\c2ccc(Oc3ccccc3Br)cc2)C(=O)O)cc1,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
48,CHEMBL191749,46,CHEMBL191749,458.35,1,5.75,59 (table 3),O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,ED50,'=',12,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
49,CHEMBL365105,47,CHEMBL365105,517.17,2,5.86,32 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(Br)cc1,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
50,CHEMBL426277,48,CHEMBL426277,534.33,2,6.43,42 (table 1),O=C(CCc1ccc(C(F)(F)F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50,'=',370,nM,6.43,,,UO_0000065,12.04,0.26,0,8.5,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
51,CHEMBL371821,49,CHEMBL371821,474.26,1,5.38,35 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(F)c(F)c1,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
52,CHEMBL188442,50,CHEMBL188442,438.28,1,5.1,2 (Page 2812),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
53,CHEMBL190800,51,CHEMBL190800,472.72,1,5.75,31 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(Cl)cc1,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
54,CHEMBL426088,52,CHEMBL426088,531.2,2,5.79,37 (table 1),O=C(Cc1ccc(Br)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50,'=',820,nM,6.09,,,UO_0000065,11.46,0.28,0.3,8.05,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
55,CHEMBL427171,53,CHEMBL427171,486.75,1,5.68,38 (table 1),O=C(Cc1ccc(Cl)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
56,CHEMBL192804,54,CHEMBL192804,456.27,1,5.24,30 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1cccc(F)c1,ED50,'=',53,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
57,CHEMBL191661,55,CHEMBL191661,481.35,0,4.12,64 (table 4),O=C(NCCO)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50,'=',2700,nM,5.57,,,UO_0000065,11.57,0.25,1.45,6.35,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
58,CHEMBL191820,56,CHEMBL191820,496.4,1,6,49 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)C12CC3CC(CC(C3)C1)C2,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
59,CHEMBL192842,57,CHEMBL192842,505.35,2,5.6,51 (table 2),O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,ED50,'=',15,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
60,CHEMBL195802,58,CHEMBL195802,484.32,1,5.56,44 (table 1),O=C(CCc1ccc(F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50,'=',600,nM,6.22,,,UO_0000065,12.85,0.27,0.66,8.23,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
61,CHEMBL192842,59,CHEMBL192842,505.35,2,5.6,51 (table 2),O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,Ratio,'=',2,,,,,,,,,,0,CHEMBL831764,Ratio for cellular to RNA dependent RNA polymerase Nonstructural protein 5B activity in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
62,CHEMBL192222,60,CHEMBL192222,470.29,1,5.16,41 (table 1),O=C(Cc1ccc(F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
63,CHEMBL426277,61,CHEMBL426277,534.33,2,6.43,42 (table 1),O=C(CCc1ccc(C(F)(F)F)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
64,CHEMBL365748,62,CHEMBL365748,529.39,2,6.36,69 (table 4),O=C(Nc1cccc(O)c1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,ED50,'=',15,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
65,CHEMBL365977,63,CHEMBL365977,481.24,0,3.49,57 (table 2),O=C(O)CCC(=O)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,CC50,'>',100000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
66,CHEMBL427171,64,CHEMBL427171,486.75,1,5.68,38 (table 1),O=C(Cc1ccc(Cl)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50,'=',940,nM,6.03,,,UO_0000065,12.38,0.27,0.35,7.97,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
67,CHEMBL371601,65,CHEMBL371601,472.38,1,6.14,53 (table 2),O=C(CCC1CCCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
68,CHEMBL192215,66,CHEMBL192215,578.2,2,5.63,39 (table 1),O=C(Cc1ccc(I)cc1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,IC50,'=',1000,nM,6,,,UO_0000065,10.38,0.27,0.37,7.93,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
69,CHEMBL365748,67,CHEMBL365748,529.39,2,6.36,69 (table 4),O=C(Nc1cccc(O)c1)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,IC50,'=',1900,nM,5.72,,,UO_0000065,10.81,0.22,-0.64,6.53,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
70,CHEMBL192112,68,CHEMBL192112,462.47,1,5.59,63 (table 3),Nc1ccc(Oc2ccc(/C=C(\NC(=O)CCC3CCCC3)C(=O)O)cc2)c(C(F)(F)F)c1,CC50,'>',50000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
71,CHEMBL188442,,,438.28,1,5.1,2 (Page 2812),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,Cmax,'=',9000,nM,,,,UO_0000065,,,,,0,CHEMBL825166,Maximum concentration upon oral administration to rat at 5 mg/kg,F,BAO_0000218,organism-based format,Rattus norvegicus,None,None,None,None,DOSE = 5.0 mg.kg-1 | ROUTE: Oral,,,CHEMBL612558,ADMET,,ADMET,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
72,CHEMBL192821,69,CHEMBL192821,474.26,1,5.38,34 (table 1),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccc(F)cc1F,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
73,CHEMBL191661,,,481.35,0,4.12,64 (table 4),O=C(NCCO)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,Cmax,'=',1500,nM,,,,UO_0000065,,,,,0,CHEMBL825166,Maximum concentration upon oral administration to rat at 5 mg/kg,F,BAO_0000218,organism-based format,Rattus norvegicus,None,None,None,None,DOSE = 5.0 mg.kg-1 | ROUTE: Oral,,,CHEMBL612558,ADMET,,ADMET,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
74,CHEMBL194227,70,CHEMBL194227,480.36,1,5.72,45 (table 1),Cc1ccc(CCC(=O)N/C(=C\c2ccc(Oc3ccccc3Br)cc2)C(=O)O)cc1,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
75,CHEMBL195227,71,CHEMBL195227,458.35,1,5.75,52 (table 2),O=C(CC1CCCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
76,CHEMBL195227,72,CHEMBL195227,458.35,1,5.75,52 (table 2),O=C(CC1CCCCC1)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
77,CHEMBL192358,73,CHEMBL192358,456.34,1,5.22,48 (table 2),O=C(O)/C(=C/c1ccc(Oc2ccccc2Br)cc1)NC(=O)C1CC2CCC1C2,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
78,CHEMBL195211,74,CHEMBL195211,439.21,0,2.62,54 (table 2),O=C(CO)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,ED50,'>',100,uM,,Non standard unit for type,,UO_0000064,,,,,0,CHEMBL832552,Effective dose for RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
79,CHEMBL195211,75,CHEMBL195211,439.21,0,2.62,54 (table 2),O=C(CO)N/C(=C\c1ccc(Oc2ccccc2I)cc1)C(=O)O,CC50,'>',100000000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
80,CHEMBL372685,76,CHEMBL372685,447.45,1,6.01,60 (table 3),O=C(CCC1CCCC1)N/C(=C\c1ccc(Oc2ccccc2C(F)(F)F)cc1)C(=O)O,IC50,'=',6300,nM,5.2,,,UO_0000065,11.62,0.22,-0.81,6.88,0,CHEMBL827995,Inhibitory concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
81,CHEMBL365135,77,CHEMBL365135,466.33,1,5.66,28 (table 1),CCc1ccccc1C(=O)N/C(=C\c1ccc(Oc2ccccc2Br)cc1)C(=O)O,CC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL839075,Cytotoxic concentration against RNA dependent RNA polymerase Nonstructural protein 5B (HCV NS5B polymerase) in Hepatitis C virus,B,BAO_0000357,single protein format,Hepatitis C virus,None,None,None,None,,,,CHEMBL5375,Hepatitis C virus NS5B RNA-dependent RNA polymerase,Hepatitis C virus,SINGLE PROTEIN,CHEMBL1145278,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,None,
